OBJECTID,CATEGORY,PROJECT TITLE,GRANTEE TYPE,GRANT PROGRAM,GlobalID,URL 2,LOCATION NOTES,PROJECT DESCRIPTION,URL 1,URL 3,URL 4,URL 5,MATCH  AMOUNT,CZM REGION,URL 1 TEXT,URL 2 TEXT,URL 3 TEXT,URL 4 Text,URL 5 TEXT,TOWN,MULTI_JURISTICTIONAL,GRANT_AWARD,GRANTEE,WATERSHED,YEAR,x,y
256,Planning & Outreach,Assessment of Shore Protection Options to Improve Coastal Resiliency along the Oak Bluffs Harbor Shoreline,Municipal,Coastal Resilience,440fda2a-19a3-4894-abed-539ae2e82d5b,,,"The Town of Oak Bluffs studied the effect of tides, waves, storm surge and sediment movement along the harbor shoreline and developed conceptual adaptive strategies to enhance shoreline resiliency.",https://www.oakbluffsma.gov/,,,,34599,Cape Cod and Islands,Oak Bluffs Contact Information,,,,,Oak Bluffs,No,138396,Oak Bluffs,Islands,2020,-7855499.08577005,5079729.45142758
399,Construction - Stormwater Infrastructure,Jerusalem Road Stormwater Remediation Project,Municipal,Coastal Habitat and Water Quality,4936b198-ed00-463c-8012-75c82010cd1a,,,The Town of Fairhaven constructed two stormwater BMPs at Jerusalem Road to treat for nutrients and bacteria in stormwater runoff entering the Outer New Bedford Harbor.,,,,,25000,South Coastal,,,,,,Fairhaven,No,275000,Fairhaven,Buzzards Bay,2023,-7889045.22196362,5103397.21862087
7,Vulnerability Assessment,Protecting Mattapoisett's Potable Water And Sewer Infrastructure In The Face Of Climate Change: Assessing Risk And Identifying Solutions,Municipal,Coastal Resilience,8e594d67-b3f0-4ee7-91f4-d68e5d82f36c,,,Mattapoisett quantified potential impacts to critical water and wastewater infrastructure under a suite of sea level rise and hurricane conditions and developed priority actions to help ensure the resilience of the infrastructure to future storm and clim,https://www.mattapoisett.net/sites/g/files/vyhlif3436/f/uploads/mattapoisett_coastalresilience_finalreport_06302016.pdf,,,,11947,South Coast,Final Report,,,,,Mattapoisett,No,47791,Mattapoisett,Buzzards Bay,2015,-7883284.76365646,5110635.30190572
193,Design & Permitting,Ipswich River Coastal Resiliency and Bank Stabilization Project: Phase II,Municipal,Coastal Resilience,abca449a-4f89-4478-a058-30901f4daeb2,,,Ipswich developed permit-ready plans for stabilizing an eroding section of coastal bank along the Ipswich River to protect a stormwater pipe outfall and other infrastructure.,http://www.pie-rivers.org/id_48/,,,,16502,North Shore,Project Information,,,,,Ipswich,No,76885,Ipswich,Ipswich,2019,-7885062.84629659,5263319.81964364
299,Planning & Outreach,Comprehensive Assessment of Municipal Infrastructure and Land/Sea Connections,Municipal,Coastal Resilience,6a69fb23-f65b-446d-b79f-97131eecefae,,,"New Bedford Port Authority assessed the current conditions of municipally owned and managed piers in the New Bedford/Fairhaven Harbor, evaluated utility and roadway connections, and developed adaptation recommendations.",https://portofnewbedford.org,,,,38544,South Coast,Port of Newbedford Information,,,,,"New Bedford, Fairhaven",Yes,154178,New Bedford Port Authority,Buzzards Bay,2021,-7894646.37394357,5105483.11238831
342,Research & Monitoring,Comprehensive Monitoring of Cobble Berms,Nonprofit,Coastal Resilience,7ead7fc9-d6e4-40b8-8d80-2fae8fe3ed44,,,The project will conduct comprehensive monitoring of recently constructed cobble berms to increase understanding of the design and performance of these nature-based approaches to shoreline management.,https://www.duxburybeachreservation.org/coastalresilience,,,,70903,South Shore,DBR Projects,,,,,"Duxbury, Winthrop, Falmouth, Chilmark, Braintree",Yes,253225,"Duxbury Beach Reservation, Inc",South Coastal,2023,-7863923.81847357,5168112.44059962
293,Design & Permitting,Building Climate Resilience through Adaptation at the Crane Estate-Argilla Road Adaptation Phase 3,Municipal,Coastal Resilience,a5bb053f-482b-4dcd-81e8-5905bf82ae2d,,,Ipswich continued to advance design plans and permitting for elevating a vulnerable portion of Argilla Road that crosses a salt marsh and stabilizing the side slopes of the roadway using nature-based techniques.,https://www.onthecoast.thetrustees.org/argilla-road-project,,,,24300,North Shore,Project Information,,,,,Ipswich,No,90000,Ipswich,North Coastal,2021,-7878410.37219625,5263802.08702533
150,Planning & Outreach,Feasibility Assessment and Design for Beach and Dune Enhancement through Beneficial Reuse of Dredged Materials from Green Harbor,Municipal,Coastal Resilience,5de2f9dd-e983-46af-bd37-ea92a8dbecba,,,Marshfield analyzed existing conditions along the shoreline and conducted a feasibility evaluation of potential town owned locations to place sand that is routinely dredged from Green Harbor for future beach and dune enhancement.,https://www.marshfield-ma.gov/home/news/feasibility-assessment-beneficial-reuse-sediment-dredged-green-harbor-presentation,,,,9000,South Shore,Feasibility Assessment,,,,,Marshfield,No,36000,Marshfield,South Coastal,2018,-7864244.44725053,5172772.36644017
1,Planning & Outreach,Green Infrastructure Feasibility Assessment,Municipal,Coastal Resilience,fdcccfdb-6dbf-4cbb-946d-7f50dcf97a85,,,The city identified sites that are vulnerable to the impacts of climate change and evaluated the feasibility of green infrastructure enhancements at these sites.,https://www.salemma.gov/planning-and-community-development,,,,18750,North Shore,Salem Contact Information,,,,,Salem,No,75000,Salem,North Coastal,2015,-7892059.72003917,5239473.03284252
24,Design & Permitting,Unquity Brook BMP Planning Project,Municipal,Coastal Pollutant Remediation,a4e11d6d-1d4d-4a03-a198-32ae2bb379d0,,,"The Town of Milton, in partnership with the Neponset River Watershed Association, developed stormwater Best Management Practice designs at four priority locations to address water quality in Unquity Brook and improve habitat for spawning rainbow smelt.", ,,,,8043,Boston Harbor,,,,,,Milton,No,17752,Milton,Boston Harbor: Neponset,2017,-7909428.51197052,5200108.92153787
356,Planning & Outreach,Palmer Cove Resiliency Enhancements and Community Engagement on Climate Change and Emergency Preparedness,Municipal,Coastal Resilience,6ffb228e-aec7-4060-8bf5-f43de2cf503d,,,"Salem will evaluate, permit and implement adaptation measures to mitigate coastal flooding while advancing design plans for long-term improvements to the seawall and revetment at Palmer Cove Park.",https://www.salemma.gov/planning-and-community-development,,,,153755,North Shore,Salem Contact Information,,,,,Salem,No,494485,Salem,North Coastal,2023,-7891241.15241396,5238290.36711701
70,Planning & Outreach,Assessment of Century Scale Sediment Budget for the Towns of Sandwich and Barnstable,Municipal,Coastal Resilience,206fbb06-7895-4018-8754-3271dae162b2,,,"The towns studied the volume, rate and direction of sand moving along the shoreline from the Cape Cod Canal to the easterly side of Barnstable Harbor to help inform the design, evaluation and implementation of regional shoreline management efforts.",http://www.town.barnstable.ma.us/planninganddevelopment/Sandwich_Barnstable_Sediment_Budget.pdf,,,,39482,Cape Cod and Islands,Barnstable Contact Information,,,,,"Sandwich, Barnstable",Yes,157930,Sandwich and Barnstable,Cape Cod,2016,-7835111.696716,5122044.53148954
239,Construction - Stormwater Infrastructure,Jones River Estuary BMP Design and Implementation Project,Municipal,Coastal Pollutant Remediation,f48f38c3-2667-45db-bcf0-a845a5a0e24e,,,"The Town of Kingston developed final designs, permitted, and constructed stormwater infiltration systems to target bacterial pollution and improve shellfish classifications in the Jones River Estuary; building on an assessment funded through MassBays.",,,,,38935,South Shore,,,,,,Kingston,No,116627,Kingston,South Coastal,2014,-7871391.03788151,5160448.88598935
402,Habitat Restoration,Rock Island Cove Marsh Conservation Planning,Municipal,Coastal Habitat and Water Quality,659176d7-322d-4523-8f31-0b5176517576,,,The City of Quincy conducted an assessment of the Rock Island Cove salt marsh complex to identify stressors and threats to the resiliency and health of salt marsh habitat.,,,,,13534,Boston Harbor,,,,,,Quincy,No,44662,Quincy,Boston Harbor: Proper,2023,-7899238.85905505,5200508.48810938
425,Habitat Restoration,"Assessment of Coastal Habitat and Water Quality in the Fresh River System, Falmouth, MA with Evaluation of Conceptual Alternatives for Tidal Restoration ",Municipal,Coastal Habitat and Water Quality,91f1329f-e130-4caf-851f-75ab10a888a9,,"Comprehensive habitat restoration planning for the entire Fresh Creek system, including evaluation of Surf Dr. culvert (point on map).","The town of Falmouth will develop a comprehensive habitat restoration plan to identify and prioritize restoration opportunities in the Fresh River system. Data will be collected on water flow, water quality, bathymetry, topography, and sediment characteristics to inform conceptual restoration designs to improve tidal flow and remediate stormwater pollution. The town will also develop education and outreach initiatives to engage the local community about the project. ",,,,,30080,Cape Cod And Islands,,,,,,Falmouth,No,90237,Town of Falmouth,Cape Cod,2024,-7861612.54207156,5092587.21310143
93,Design & Permitting,Walton's Cove Stormwater Mitigation,Municipal,Coastal Pollutant Remediation,0b7d37c1-ee6b-4eda-a42e-a8e3227bdee1,,,"The Town of Hingham permitted and finalized designs for a stormwater biorentention system that, when built, will reduce sediment and bacterial contamination to Walton’s Cove, and ultimately improve habitat and water quality in Hingham Harbor.",,,,,7105,South Shore,,,,,,Hingham,No,13000,Hingham,Boston Harbor: Weymouth & Weir,2015,-7892070.08024369,5200168.93729801
187,Planning & Outreach,Regional Resilience in Two Gateway Cities: Chelsea-Everett Protective Barrier Partnership,Municipal,Coastal Resilience,f5150035-4d30-4d8a-8bac-b002ff2d7cab,http://www.ci.everett.ma.us/185/Engineering,,Chelsea and Everett coordinated on the development of design plans for flood mitigation along the northern tip of the Island End River to reduce flooding and sea level rise risks.,https://www.chelseama.gov/planning-development,,,,80851,Boston Harbor,Chelsea Contact Information,Everett Contact Information,,,,"Chelsea, Everett",Yes,323406,Chelsea,Boston Harbor: Mystic,2019,-7909181.53557,5220069.10450499
287,Planning & Outreach,South Beach Bathhouse Relocation and Dune Restoration Project,Municipal,Coastal Resilience,50529afd-b168-4c63-b641-67f4322e2f85,,,Edgartown surveyed existing conditions and developed design plans to relocate an existing bathhouse and restore the dune to natural conditions.,https://www.edgartown-ma.us/departments/conservation,,,,10837,Cape Cod and Islands,Edgartown Contact Information,,,,,Edgartown,No,43349,Edgartown,Islands,2021,-7849337.5022466,5063985.78676238
310,Planning & Outreach,Feasibility Assessment and Conceptual Design for Coastal Storm Protection along the Vineyard Haven Shoreline,Municipal,Coastal Resilience,08b4429a-ea33-478f-ad66-e294ad415fbe,,,"Tisbury performed a detailed feasibility assessment and developed site-specific conceptual designs of recommended resilience strategies, including dune and beach nourishment and elevation of roadways, for the Vineyard Haven Harbor shoreline.",https://www.tisburyma.gov/town-administrator,,,,27755,Cape Cod and Islands,Tisbury Contact Information,,,,,Tisbury,No,111022,Tisbury,Islands,2021,-7859731.96981711,5079575.14001229
233,Construction - Stormwater Infrastructure,Police Station BMP Implementation,Municipal,Coastal Pollutant Remediation,bc02a356-8454-4936-9ced-ac2c7aa80cd6,,,Milton designed and constructed two bioretentions and a bioswale at the Police Station to address high levels of bacteria and nutrients in stormwater runoff. Goals are to improve water quality and migratory fish habitat in the Neponset River watershed.,,,,,25099,Boston Harbor,,,,,,Milton,No,65860,Milton,Boston Harbor: Neponset,2019,-7912607.19392077,5198895.55684729
333,Design & Permitting,Sandy Neck Beach Facility Preliminary Design and Permitting,Municipal,Coastal Resilience,5fabe5da-98a9-47c8-b1ab-af2a8b71205d,,,Barnstable will design and initiate permitting for a preferred alternative that uses nature-based measures and reconfigures the Sandy Neck Beach Facility to enhance storm damage protection to infrastructure and natural resources.,https://storymaps.arcgis.com/stories/625d26e1d6ba478888e920f142c28c38,,,,32031,Cape Cod and Islands,StoryMap,,,,,Barnstable,No,128127,Barnstable,Cape Cod,2023,-7834750.4336155,5121913.68424367
30,Design & Permitting,Planning For Resilience At Saquatucket Harbor,Municipal,Coastal Resilience,8ed96c38-9878-4055-abca-9d91fc31c3fb,,,"The Town of Harwich prepared site plans, architectural drawings and permit applications for improvements to landside municipal facilities bordering saquatucket harbor to accommodate increased flooding and sea level rise.",http://www.harwich-ma.gov/saquatucket-harbor-development-committee,,,,46875,Cape Cod and Islands,Harwich Contact Information,,,,,Harwich,No,187500,Harwich,Cape Cod,2017,-7798931.72221394,5111627.49538171
279,Planning & Outreach,Feasibility Assessment and Conceptual Designs for Green Infrastructure and Resilience Improvements at Obear Park,Municipal,Coastal Resilience,33c3f5b2-c9e7-46ca-8ebb-7b8f26ce7065,,,"Beverly assessed feasibility and developed conceptual designs for nature-based improvements at Obear Park to withstand impacts from flooding, erosion and sea level rise.",https://www.beverlyma.gov/721/Obear-Park---Coastal-resilience-study,,,,15168,North Shore,Feasibility Study,,,,,Beverly,No,58340,Beverly,North Coastal,2021,-7892595.62916639,5243151.37758687
373,Design & Permitting,East Beach Parking Lots Retrofit,Municipal,Coastal Pollutant Remediation,0f675b39-1a33-49d5-878b-7e453f803a24,,,"New Bedford completed designs for green stormwater infrastructure at the East Beach parking lots to treat stormwater runoff into the Outer New Bedford Harbor, which is currently impaired for shellfish consumption and experiences closures at East Beach.",,,,,25728,South Coast,,,,,,New Bedford,No,89705,New Bedford,Buzzards Bay,2022,-7892929.3816889,5101040.47882902
316,Planning & Outreach,Use of Temporary Flow Training Structures and Beach Nourishment to Mitigate Coastal Erosion,Municipal,Coastal Resilience,15af5692-6c0f-45ca-94cf-295c76197403,,,Chatham evaluated the use of temporary tidal flow re-direction structures combined with beach nourishment to mitigate erosion along Crescent Beach.,https://www.chatham-ma.gov/177/Natural-Resources-Department,,,,26961,Cape Cod and Islands,Chatham Contact Information,,,,,Chatham,No,107844,Chatham,Cape Cod,2022,-7789430.30707634,5109309.16341337
176,Design & Permitting,Coughlin Park Green Infrastructure Project - Design and Permitting,Municipal,Coastal Resilience,f7b708f1-a9c1-49b8-a9e0-331442712a3a,,,Winthrop finalized design plans and prepared permit applications for a coastal bank stabilization project using bioengineering techniques to minimize erosion and maintain public access to the beach and nearshore area.,https://www.town.winthrop.ma.us/winthrop-projects-plans-and-presentations/pages/czm-coughlin-grants,,,,19387,Boston Harbor,Project Information,,,,,Winthrop,No,77550,Winthrop,Boston Harbor: Proper,2018,-7900880.74896772,5215525.05469168
170,Design & Permitting,Enhancement and Stabilization of Natural Cobble Shoreline at Canoe Beach,Nonprofit,Coastal Resilience,f9642634-8c66-4849-8085-3687a85ca02f,,,"Northeastern Univ. evaluated and designed a mixed sediment nourishment project to provide increased storm damage protection for Canoe Beach and the surrounding public utilities, infrastructure and facilites.",https://cos.northeastern.edu/marinescience/,,,,50737,North Shore,Northeastern Contact Information,,,,,Nahant,No,202950,Northeastern University,North Coastal,2018,-7893406.1996106,5224033.56137312
419,Vulnerability Assessment,Martha's Vineyard Hospital Resilience Project,Municipal,Coastal Resilience,88db7db4-be9d-4c2f-83b9-946b626cddbe,https://experience.arcgis.com/experience/edb495a9c406466d99c112323470cde7,,"The Town of Oak Bluffs conducted a flooding and sea level rise vulnerability analysis of key transportation routes to the Martha’s Vineyard Hospital, the island’s only hospital, and priortized routes for improvements.",https://www.oakbluffsma.gov/,,,,51044,Cape Cod And Islands,Oak Bluffs Contact Information,Project Website,,,,Oak Bluffs,No,169150,Oak Bluffs,Islands,2024,-7857010.92341752,5080560.88369003
416,Construction - Shoreline Restoration,Bay Avenue Beach Nourishment Project,Municipal,Coastal Resilience,02a381d7-7cb9-4c38-8a9e-c3c92b1c159a,,,"The Town of Marshfield will construct the first half of a beach nourishment project to address erosion and flooding south of Green Harbor. The project complements beach nourishment efforts in Duxbury and will ultimately result in approximately 3,000 feet of restored shoreline across the two communities.",https://www.marshfield-ma.gov/planning-department/pages/czm-coastal-resiliency-grant-beach-nourishment,,,,360000,South Shore,Project Updates,,,,,"Marshfield, Duxbury",Yes,1200000,Marshfield,South Coastal,2024,-7864570.33131048,5172022.8392285
110,Habitat Restoration,Building Capacity for Resilience of Human and Natural Communities in the Dune System of Newbury,Municipal,Coastal Resilience,d8d9b2d1-03b8-4718-94b2-17e0f984add2,,,"Newbury restored dunes and public access paths using beach grass, fencing and invasive species removal.",https://www.townofnewbury.org/,,,,44950,North Shore,Newbury Contact Information,,,,,_Newbury,No,145000,Newbury,Parker,2014,-7882327.1138429,5282091.30541456
10,Design & Permitting,Analyze And Permit A Nearshore Sediment Borrow Source For Sandwich Town Beaches,Municipal,Coastal Resilience,86444e72-ae74-458e-8666-b4b016cfd0ca,,,Sandwich analyzed a nearshore site adjacent to Scusset Beach to determine its viability as a source of sand for future placement on eroding public beaches downdrift of the Cape Cod Canal jetties.,http://www.sandwichmass.org/,,,,75000,Cape Cod and Islands,Sandwich Contact Information,,,,,Sandwich,No,300000,Sandwich,South Coastal,2015,-7847854.59015053,5128001.58920411
61,Habitat Restoration,Little River Floodplain And Habitat Restoration,Municipal,Coastal Resilience,cbfa0e75-128b-496e-b8d7-31dcc6a59ab9,,,Gloucester reestablished a coastal floodplain along the Little River and improved fish habitat and passage by removing obsolete concrete structures and fill associated with the original operations of the West Gloucester Water Treatment Plant.,http://www.gloucester-ma.gov/documentcenter/view/3401,,,,108000,North Shore,Final Design,,,,,Gloucester,No,400000,Gloucester,North Coastal,2015,-7871250.66440464,5252840.76147482
196,Vulnerability Assessment,Assessing Threats from Climate Change to Marion's Vulnerable Wastewater Pumping Infrastructure,Municipal,Coastal Resilience,707d39a1-f41d-487a-8cb4-54a339e1dd2f,,,Marion evaluated the vulnerability of its wastewater pumping stations and related infrastructure to storm surge and sea level rise impacts and recommended improvements to reduce future risks.,https://www.marionma.gov/planning-board,,,,24351,South Coast,Marion Contact Information,,,,,Marion,No,93660,Marion,Buzzards Bay,2019,-7877781.9809532,5116517.35948598
433,Design & Permitting,Permit Engineering of Green Infrastructure for Cheesecake Brook,Municipal,Coastal Habitat and Water Quality,48a62c10-9b0b-4508-836c-2e213d2146ca,,,"The City of Newton, in partnership with the Charles River Watershed Association, will advance green stormwater infrastructure designs along Cheesecake Brook. Cheesecake Brook is a tributary of the Charles River that was straightened and reinforced with stone and rock riverbeds and banks during industrialization of the surrounding area. It is impaired for high phosphorus, low dissolved oxygen, and bacteria levels. Advancing permitting and engineering phases of green stormwater infrastructure along Cheesecake Brook will bring the Town closer to implementation and reduction in stormwater impacts to the Brook as well as downstream to the Charles River and Boston Harbor. ",,,,,27705,Boston Harbor,,,,,,Newton,No,173339,Newton,Charles,2025,-7927508.14903175,5215610.76043544
90,Design & Permitting,BMP Assessment for Improvement of River Herring Habitat,Municipal,Coastal Pollutant Remediation,147acf16-a90f-4b3d-b58c-24321eade319,,,"The City of Medford, in partnership with the Mystic River Watershed Association, assessed priority sites and developed conceptual and final designs for stormwater treatment systems that will address roadway-related pollution to the Mystic River.",,,,,15250,Boston Harbor,,,,,,Medford,No,42510,Medford,Boston Harbor: Mystic,2016,-7915459.81078946,5223821.42017447
41,Vulnerability Assessment,Climate Change Vulnerability And Risk Assessment Of Infrastructure,Municipal,Coastal Resilience,78dc21d0-d29b-4de4-8e5a-a3940c8a3037,,,The Town of Winthrop evaluated the vulnerability of critical public infrastructure to coastal flooding and sea level rise and developed conceptual designs for adaptation strategies at five priority locations.,https://www.town.winthrop.ma.us/winthrop-projects-plans-and-presentations/pages/infrastructure-vulnerability-climate-change,,,,41250,Boston Harbor,Final Report,,,,,Winthrop,No,165000,Winthrop,Boston Harbor: Proper,2017,-7901969.58930778,5217712.30107472
339,Construction - Shoreline Restoration,Dune Restoration on Menemsha Public Beach,Municipal,Coastal Resilience,00f70fc8-b2f8-4626-8b26-d9981d4be926,,,Chilmark will construct a 200 linear-foot dune restoration project along Menemsha Public Beach.  The project will improve resiliency along the parking area and provide increased storm damage protection and flood control for landward areas.,https://www.chilmarkma.gov/conservation-commission,,,,35009,Cape Cod and Islands,Chilmark Contact Information,,,,,Chilmark,No,205937,Chilmark,Islands,2023,-7877686.96227211,5064859.7501878
253,Design & Permitting,"Planning, Design, Permitting and Public Education in Support of Beach and Dune Nourishment at Critically Eroded Beaches in Marshfield and Duxbury",Municipal,Coastal Resilience,35686d59-ff3e-4cb5-8693-b8f4f97127a9,https://www.marshfield-ma.gov/planning-department/webforms/czm-coastal-resiliency-grant-faq,,"The Towns of Marshfield and Duxbury planned, designed and began permitting activities for nourishment and dune enhancement projects at vulnerable coastal beaches along their shorelines.",https://www.town.duxbury.ma.us/planning-department/pages/coastal-resiliency-marshfield-duxbury,,,,43960,South Shore,Duxbury Project Information,Marshfield Project Information,,,,"Marshfield, Duxbury",Yes,175842,Marshfield,South Coastal,2020,-7871339.1488712,5174618.44890554
290,Construction - Shoreline Restoration,Dune Restoration and Accessibility Project at North Nantasket Beach,Municipal,Coastal Resilience,ea765822-3f67-497b-99f9-1073a355baf4,,,"Hull finalized design plans and constructed a dune restoration project with a new ADA accessible crossover ramp at A Street and Beach Avenue, and restored non-permitted dune crossings and installed sand fencing and educational signage.",https://www.town.hull.ma.us/conservation-department/pages/north-nantasket-beach-resilience,,,,78284,South Shore,Project Information,,,,,Hull,No,326186,Hull,Boston Harbor: Proper,2021,-7889283.53944977,5203670.03233063
104,Construction - Shoreline Restoration,Brewster Green Infrastructure Project: Coastal Resilience at Breakwater Beach,Municipal,Coastal Resilience,b973cf77-9701-4c97-897e-7259dcc1633d,,,"Brewster removed an asphalt parking area at Breakwater Landing, restored dune habitat with sand, native vegetation and fencing, provided a seasonal boardwalk for beach access, and relocated parking spaces to a less vulnerable location.",https://www.mass.gov/service-details/brewster-relocation-of-vulnerable-infrastructure,,,,51150,Cape Cod and Islands,Project Information,,,,,Brewster,No,155000,Brewster,Cape Cod,2014,-7801717.10082124,5126363.83198223
4,Vulnerability Assessment,Coastal Processes Study And Resiliency Recommendations For Duxbury Beach And Bay,Municipal,Coastal Resilience,e7ce4a1a-a8be-48e6-8433-54163900e7c9,,,"Duxbury studied the effects of waves, tides, and the movement of sand and other sediment on both the ocean and bay sides of Duxbury Beach to understand existing conditions and potential impacts from future storms and sea level rise.",https://www.town.duxbury.ma.us/conservation,,,,51562,South Shore,Duxbury Contact Information,,,,,Duxbury,No,206250,Duxbury,South Coastal,2015,-7863048.02494599,5166703.291501
147,Design & Permitting,Assessment of Shoreline Stabilization Alternatives for Menauhant Beach,Municipal,Coastal Resilience,74442bd0-1b8a-4c3d-b4ea-e8e55da14075,,,"Falmouth evaluated engineering alternatives to increase protection of Menauhant Beach and associated roadway infrastructure located west of the Bournes Pond Inlet to address flooding, erosion, and sea level rise concerns.",https://www.falmouthma.gov/158/Engineering,,,,31173,Cape Cod and Islands,Falmouth Contact Information,,,,,Falmouth,No,124695,Falmouth,Cape Cod,2018,-7857118.69387423,5093076.63726266
396,Planning & Outreach,Public Boat Ramp Stormwater Remediation,Nonprofit,Coastal Habitat and Water Quality,1672535d-a54e-441a-8f01-dcf8b2634db0,,Location is the APCC office because of intermunicipal nature of the assessment.,"In partnership with several towns, DFG, and HWG, APCC developed a stormwater management plan including 25% and 75% stormwater remediation designs at three priority public boat ramps.",,,,,46987,Cape Cod And Islands,,,,,,"Bourne, Brewster, Dennis, Falmouth, Harwich, Mashpee, Orleans, Yarmouth",Yes,143552,Association to Preserve Cape Cod,Cape Cod,2023,-7814145.12709776,5120815.57383905
296,Planning & Outreach,Digital Coastal Climate Resilience Curriculum for Grades 5-8,Nonprofit,Coastal Resilience,dded46ec-fa2c-48eb-85d9-b23bd32e0ad5,,,Mass Audubon developed a multi-media coastal climate resilience curriculum for middle school students.,https://www.massaudubon.org/programs-events/schools-teachers/resources-for-educators/our-coast-our-future-curriculum,,,,11395,Boston Harbor,Project Information,,,,,Boston,Yes,45580,Mass Audubon,Boston Harbor: Proper,2021,-7914952.33547567,5204236.58265019
247,Design & Permitting,Gloucester Water Pollution Control Facility Flood Mitigation,Municipal,Coastal Resilience,3fb02c66-a086-4904-9c75-f3b86f9e6edd,,,The City of Gloucester conducted a feasibility assessment and prepared conceptual design alternatives for protecting the long-term function of its primary wastewater treatment plant from current and future flooding.,https://gloucester-ma.gov/index.aspx?NID=286,,,,17662,North Shore,Gloucester Contact Information,,,,,Gloucester,No,70650,Gloucester,North Coastal,2020,-7868056.75649117,5252901.25747016
119,Planning & Outreach,Coastal Resiliency Assessment and Strategic Beach Stabilization Pilot Project,Municipal,Coastal Resilience,6f6d3bbf-dcd9-4324-8026-cc7c5a843859,,,The town completed an analysis of sand volumes and transport from Wellfleet to Provincetown Harbor and developed a management plan that identifies potential shoreline management strategies.,https://www.provincetown-ma.gov/index.aspx?nid=247,,,,35000,Cape Cod and Islands,Provincetown Contact Information,,,,,Provincetown,No,100000,Provincetown,Cape Cod,2014,-7813265.32797398,5168670.6732816
428,Habitat Restoration,Habitat Restoration Plan for the Mattapoisett Neck Salt Marshes,Nonprofit,Coastal Habitat and Water Quality,3cfb27d5-2fd0-43c4-84a8-bf8f589f5b47,,Project area includes the tidal marshes west of Mattapoisett Neck Rd.,"Mattapoisett Land Trust (MLT), in partnership with the town of Mattapoisett, will complete a comprehensive habitat restoration plan for the tidal marshes west of Mattapoisett Neck Road through the collection of aerial imagery, natural resource delineation, and modeling to project impacts of climate change to coastal habitat. These efforts will inform the identification and prioritization of restoration actions in the area, culminating in the development of 3-4 technical plans for priority restoration actions including preliminary designs to replace the undersized culvert under Mattapoisett Neck Road at Molly’s Cove. This project builds of significant effort by MLT and the town of Mattapoisett to improve climate resiliency and coastal habitat supported by previous CZM funding.",,,,,20714,South Coastal,,,,,,Mattapoisett,No,82856,Mattapoisett Land Trust,Buzzards Bay,2024,-7883689.65620795,5107186.89930361
142,Design & Permitting,Duxbury Beach Dune Restoration Project,Nonprofit,Coastal Resilience,b03c7482-18b8-49eb-851b-b2da996de70b,,,"The Duxbury Beach Reservation designed and permitted a 1,700 foot long dune restoration project between the first and second crossovers on Duxbury Beach to strengthen the resilience of the barrier beach and protect the access road.",http://www.duxburybeach.com/,,,,12979,South Shore,DBR Contact Information,,,,,Duxbury,No,51916,"Duxbury Beach Reservation, Inc.",South Coastal,2018,-7863521.10992518,5167553.87551131
282,Design & Permitting,Watson Park Shoreline Erosion Mitigation and Coastal Resiliency Improvement,Municipal,Coastal Resilience,6ff71c45-0a3a-4104-af62-c0122008da4b,,,Braintree completed environmental permitting and developed final construction drawings and bid documents for a series of green infrastructure designs to mitigate erosion and flooding at Watson Park.,https://braintreema.gov/996/Watson-Park-Shoreline-Stabilization-Proj,,,,25582,Boston Harbor,Project Information,,,,,Braintree,No,102329,Braintree,Boston Harbor: Weymouth & Weir,2021,-7899630.52299937,5195013.964744
288,Planning & Outreach,Elevation of Apple Street Roadbed for Alternate Transportation Route,Municipal,Coastal Resilience,8d2b4a50-0e4d-4701-895e-7754cce01127,,,"Essex developed design plans for elevating a low-lying section of Apple Street, which is vulnerable to flooding during coastal storm events.",https://www.essexma.org/board-selectmen/pages/coastal-resilience-resources,,,,6820,North Shore,Resources,,,,,Essex,No,27282,Essex,North Coastal,2021,-7878447.99364007,5253853.92725801
188,Design & Permitting,Improving the Coastal Resiliency of Dr. Bottero Road and Chapin Beach: Coastal Structure and Beach Nourishment Final Design,Municipal,Coastal Resilience,dfe25687-45fd-480c-8a9d-b07365e14da2,,,The town developed engineering plans and permit documents for a project that will stabilize an eroding section of Chapin Beach using added sand a coastal structure to hold the sand in place.,https://www.town.dennis.ma.us/natural-resources,,,,35561,Cape Cod and Islands,Dennis Contact Information,,,,,Dennis,No,82679,Dennis,Cape Cod,2019,-7817755.68375853,5121553.71842328
311,Construction - Other Infrastructure,Installation of a Bypass Connection at the Narrows Pump Station,Municipal,Coastal Resilience,f0971567-32e2-49c6-9322-b63d0f4a4138,,,Wareham installed an emergency sewer bypass at the Narrows Pump Station to allow the station to continue to serve critical infrastructure upstream of the station in the event of major equipment damage and debris impacts during storm events.,https://www.wareham.ma.us/bids-rfps/pages/wpcf-narrows-pump-station-bypass-bid,,,,58430,South Coast,Project Information,,,,,Wareham,No,233720,Wareham,Buzzards Bay,2021,-7871722.73004647,5124669.55292124
